InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean,RiskScore,DataQualityRisk,ContractRisk,FinancialRisk
INV16471,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,225983.45,2027-08-16,Street cleaning, ,164,154,10,0
INV16472,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,100221.3,2026-09-19,Open spaces management - region 1,3676,120,120,0,0
INV16473,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,23314.68,2029-05-26,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV16474,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,185733.35,2027-08-02,Waste management services,3556,193,178,15,0
INV16475,['ContractNumber'],['Provider'],Victorian YMCA Community Programming Pty Ltd,236141.22,2025-01-12,Management of Active Melbourne recreation facilities,3615,114,114,0,0
INV16476,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,140101.46,2028-07-26,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV16477,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,141202.87,2025-09-28,Street cleaning,3669,154,154,0,0
INV16478,"['InvoiceAmount', 'ContractNumber']",['InvoiceDate'],Programmed Facility Management Pty Ltd,,2025-05-07,Building maintenance services,3630,205,205,0,0
INV16479,['ContractNumber'],['Provider'],Spotless Facility Services Pty Ltd,207427.22,2025-03-14,Street cleaning,3669,114,114,0,0
INV16480,['ContractNumber'],['Provider'],SERCO,228178.43,2026-01-15,Open spaces management - region 2,3677,114,114,0,0
INV16481,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,1659.63,2027-03-30,Tree management maintenance services,3678,144,144,0,0
INV16482,['ContractNumber'],['Provider'],Citywide Service Solutions Pty Ltd,138184.42,2029-05-20,Civil infrastructure services,3665,129,114,15,0
INV16483,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,173680.5,2025-11-10,Street cleaning,3669,120,120,0,0
INV16484,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,131113.85,2025-01-16,Integrated security services,3686,178,178,0,0
INV16485,['ContractNumber'],['InvoiceAmount'],SERCO,231030.22,2029-08-10,Open spaces management - region 2,3677,139,124,15,0
INV16486,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,200000.0,2028-01-13,Building cleaning services,3634,169,154,15,0
INV16487,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2027-03-18,Civil infrastructure services,3665,178,178,0,0
INV16488,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,20230.46,2026-06-13,Building maintenance services,3630,154,154,0,0
INV16489,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,103384.07,2027-03-03,Parking technology services,3623,193,178,15,0
INV16490,['ContractNumber'],['Provider'],Cleanaway Waste Management Limited,169714.77,2026-02-07,Waste management services,3556,119,114,5,0
INV16491,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Showtime Event Group Pty Ltd,3475.69,2026-08-10,Melbourne Town Hall venue management,3670,178,178,0,0
INV16492,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,105524.99,2027-08-07,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV16493,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,29252.18,2029-03-16,Tree management maintenance services,3678,183,178,5,0
INV16494,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,120971.02,2026-03-20,Street cleaning,3669,144,144,0,0
INV16495,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,192042.51,2029-05-21,Waste management services,3556,135,120,15,0
INV16496,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2026-05-06,Open spaces management - region 1,3676,185,178,0,7
INV16497,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,177685.6,2028-06-02,Tree management maintenance services,3678,178,178,0,0
INV16498,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,157254.08,2027-01-24,Vehicle tow away and impound services,3585,193,178,15,0
INV16499,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,22222.77,2027-06-28,Street cleaning,3669,144,144,0,0
INV16500,['ContractNumber'],['InvoiceDate'],Programmed Facility Management Pty Ltd,137235.9,2025-11-25,Building maintenance services,3630,120,120,0,0
INV16501,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,100000.0,2025-01-06,Waste management services,3556,178,178,0,0
INV16502,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,153961.65,2025-09-12,Tree management maintenance services,3678,178,178,0,0
INV16503,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,143115.86,2027-03-29,Management of Active Melbourne recreation facilities,3615,144,144,0,0
INV16504,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,176842.14,2029-08-13,Parking technology services,3623,159,144,15,0
INV16505,['ContractNumber'],"['Provider', 'InvoiceAmount']",Victorian YMCA Community Programming Pty Ltd,47774.6,2027-07-09,Management of Active Melbourne recreation facilities,3615,163,148,15,0
INV16506,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,207910.65,2025-09-29,Open spaces management - region 1,3676,148,148,0,0
INV16507,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2029-12-04,Vehicle tow away and impound services,3585,193,178,15,0
INV16508,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,225798.4,2026-02-19,Street cleaning,3669,178,178,0,0
INV16509,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,58709.67,2027-09-07,Integrated security services,3686,144,144,0,0
INV16510,['ContractNumber'],[],Spotless Facility Services Pty Ltd,141601.0,2029-01-30,Street cleaning,3669,99,94,5,0
INV16511,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,36999.82,2029-11-22,Management of Active Melbourne recreation facilities,3615,193,178,15,0
INV16512,['ContractNumber'],"['Provider', 'InvoiceAmount']",Nationwide Towing Services,194767.21,2025-10-15,Vehicle tow away and impound services,3585,148,148,0,0
INV16513,['ContractNumber'],"['Provider', 'InvoiceAmount']",Showtime Event Group Pty Ltd,81339.56,2026-02-23,Melbourne Town Hall venue management,3670,148,148,0,0
INV16514,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,71618.09,2028-04-08,Civil infrastructure services,3665,159,154,5,0
INV16515,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,0.0,2026-12-22,Management of Active Melbourne recreation facilities,3615,185,178,0,7
INV16516,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,231957.31,2025-02-07,Vehicle tow away and impound services,3585,178,178,0,0
INV16517,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,194361.7,2027-12-30,Open spaces management - region 2,3677,178,178,0,0
INV16518,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,,2026-05-04,Building cleaning services,3634,234,229,5,0
INV16519,['ContractNumber'],"['Provider', 'InvoiceAmount']",Menzies International (Aust) Pty Ltd,216381.28,2025-09-26,Building cleaning services,3634,148,148,0,0
INV16520,['ContractNumber'],"['Provider', 'ContractTitle']",Victorian YMCA Community Programming Pty Ltd,134928.62,2029-05-05,Management of Active Melbourne recreation facilities,3615,163,148,15,0
INV16521,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,247393.49,2025-07-10,Vehicle tow away and impound services,3585,178,178,0,0
INV16522,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,26402.41,2026-10-06,Parking technology services,3623,169,154,15,0
INV16523,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,219129.33,2026-03-20,Civil infrastructure services,3665,120,120,0,0
INV16524,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,124112.84,2027-07-21,Melbourne Town Hall venue management,3670,144,144,0,0
INV16525,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,200000.0,2029-06-15,Integrated security services,3686,193,178,15,0
INV16526,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,23003.38,2029-09-21,Civil infrastructure services,3665,163,148,15,0
INV16527,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,131864.18,2029-08-16,Management of Active Melbourne recreation facilities,3615,159,144,15,0
INV16528,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,28674.74,2025-05-13,Waste management services,3556,178,178,0,0
INV16529,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,202674.76,2027-06-18,Building cleaning services,3634,159,144,15,0
INV16530,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,137293.61,2029-02-03,Open spaces management - region 1, ,164,154,10,0
INV16531,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Citywide Service Solutions Pty Ltd,85046.31,2026-11-16,Civil infrastructure services,3665,178,178,0,0
INV16532,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,141133.75,2027-12-27,Tree management maintenance services,3678,178,178,0,0
INV16533,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,136946.32,2025-08-19,Building cleaning services,3634,178,178,0,0
INV16534,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,82512.89,2027-09-12,Vehicle tow away and impound services,3585,193,178,15,0
INV16535,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,100573.25,2028-04-23,Melbourne Town Hall venue management,3670,144,144,0,0
INV16536,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,30469.65,2026-10-06,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV16537,['ContractNumber'],['InvoiceDate'],Showtime Event Group Pty Ltd,38725.94,2026-02-04,Melbourne Town Hall venue management,3670,120,120,0,0
INV16538,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,87132.05,2027-10-11,Civil infrastructure services,3665,144,144,0,0
INV16539,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,193283.49,2029-02-10,Integrated security services,3686,159,144,15,0
INV16540,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2029-03-15,Tree management maintenance services,3678,183,178,5,0
INV16541,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,243444.28,2026-03-23,Tree management maintenance services, ,158,148,10,0
INV16542,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,228298.25,2026-05-22,Building cleaning services,3634,149,144,5,0
INV16543,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,210209.99,2026-06-06,Integrated security services,3686,178,178,0,0
INV16544,['ContractNumber'],"['InvoiceDate', 'ContractTitle']",Calcorp Services Pty Ltd,126317.11,2026-02-12,Graffiti management and pressure cleaning services,3668,154,154,0,0
INV16545,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,216479.69,2026-05-02,Tree management maintenance services,3678,144,144,0,0
INV16546,['ContractNumber'],['InvoiceDate'],SERCO,126893.08,2029-03-28,Open spaces management - region 2,3677,125,120,5,0
INV16547,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,112872.5,2027-07-05,Open spaces management - region 2,3677,178,178,0,0
INV16548,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,204234.66,2027-05-21,Waste management services,3556,169,154,15,0
INV16549,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,182057.96,2029-01-29,Vehicle tow away and impound services,3585,169,154,15,0
INV16550,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Showtime Event Group Pty Ltd,110829.11,2025-06-26,Melbourne Town Hall venue management,3670,178,178,0,0
INV16551,"['InvoiceAmount', 'ContractNumber']",['Provider'],Cleanaway Waste Management Limited,,2028-09-15,Waste management services,3556,214,199,15,0
INV16552,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,44595.77,2027-12-16,Melbourne Town Hall venue management,3670,144,144,0,0
INV16553,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,2593.71,2026-05-01,Integrated security services,3686,144,144,0,0
INV16554,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,53555.8,2029-09-12,Waste management services,3556,159,144,15,0
INV16555,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2029-11-01,Parking technology services,3623,200,178,15,7
INV16556,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,146201.49,2028-08-11,Tree management maintenance services,3678,144,144,0,0
INV16557,['ContractNumber'],['Provider'],SERCO,231776.48,2025-06-26,Open spaces management - region 2,3677,114,114,0,0
INV16558,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,154311.33,2028-02-23,Open spaces management - region 1,3676,178,178,0,0
INV16559,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,102151.36,2026-07-16,Open spaces management - region 2,3677,154,154,0,0
INV16560,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,117067.01,2025-07-28,Building cleaning services,3634,144,144,0,0
INV16561,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,98929.09,2025-12-19,Integrated security services,3686,178,178,0,0
INV16562,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,220827.72,2026-07-15,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV16563,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,230393.06,2027-06-23,Building maintenance services,3630,169,154,15,0
INV16564,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,100000.0,2028-06-09,Parking technology services,3623,169,154,15,0
INV16565,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,127179.08,2025-05-05,Tree management maintenance services,3678,144,144,0,0
INV16566,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,123804.8,2027-01-09,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV16567,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,237512.28,2028-07-14,Open spaces management - region 1,3676,144,144,0,0
INV16568,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,14692.26,2027-12-18,Street cleaning,3669,154,154,0,0
INV16569,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,186705.63,2025-12-26,Integrated security services, ,154,144,10,0
INV16570,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,227265.29,2027-03-30,Melbourne Town Hall venue management,3670,144,144,0,0
INV16571,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,83104.77,2028-12-05,Graffiti management and pressure cleaning services,3668,144,144,0,0
INV16572,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,63370.78,2027-03-20,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV16573,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,63096.14,2028-08-23,Waste management services,3556,193,178,15,0
INV16574,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2027-01-25,Civil infrastructure services,3665,178,178,0,0
INV16575,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,,2025-07-30,Waste management services, ,239,229,10,0
INV16576,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,87346.12,2029-11-11,Street cleaning,3669,159,144,15,0
INV16577,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,64511.54,2025-09-05,Building maintenance services,3630,178,178,0,0
INV16578,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,88798.15,2027-06-05,Parking technology services,3623,193,178,15,0
INV16579,['ContractNumber'],"['Provider', 'InvoiceAmount']",Calcorp Services Pty Ltd,228782.64,2028-08-25,Graffiti management and pressure cleaning services,3668,148,148,0,0
INV16580,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,25288.6,2027-12-10,Street cleaning,3669,144,144,0,0
INV16581,['ContractNumber'],['Provider'],Nationwide Towing Services,5337.13,2025-02-04,Vehicle tow away and impound services, ,124,114,10,0
INV16582,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,1454.06,2028-05-23,Civil infrastructure services,3665,125,120,5,0
INV16583,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,229187.43,2028-05-15,Integrated security services,3686,193,178,15,0
INV16584,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,109399.36,2027-10-09,Building maintenance services,3630,193,178,15,0
INV16585,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,55794.07,2027-08-09,Building maintenance services,3630,193,178,15,0
INV16586,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,108153.38,2028-01-13,Tree management maintenance services,3678,154,154,0,0
INV16587,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,138456.18,2025-01-21,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV16588,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,123194.82,2025-05-23,Building maintenance services,3630,154,154,0,0
INV16589,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Programmed Facility Management Pty Ltd,187700.4,2026-05-04,Building maintenance services,3630,212,212,0,0
INV16590,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,200000.0,2025-05-03,Vehicle tow away and impound services,3585,178,178,0,0
INV16591,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2026-09-14,Melbourne Town Hall venue management,3670,178,178,0,0
INV16592,['ContractNumber'],['InvoiceDate'],SERCO,128233.28,2026-10-13,Open spaces management - region 2,3677,120,120,0,0
INV16593,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,187082.12,2026-04-12,Building maintenance services,3630,154,154,0,0
INV16594,['ContractNumber'],['Provider'],Victorian YMCA Community Programming Pty Ltd,211798.26,2028-06-12,Management of Active Melbourne recreation facilities,3615,129,114,15,0
INV16595,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,248844.84,2025-03-29,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV16596,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,216079.94,2028-03-24,Graffiti management and pressure cleaning services,3668,120,120,0,0
INV16597,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,100000.0,2029-03-23,Graffiti management and pressure cleaning services,3668,183,178,5,0
INV16598,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,14406.24,2028-08-16,Building cleaning services,3634,159,144,15,0
INV16599,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,69497.99,2027-10-21,Integrated security services,3686,178,178,0,0
INV16600,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2028-10-09,Civil infrastructure services,3665,200,178,15,7
INV16601,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,101619.85,2025-09-12,Building maintenance services,3630,178,178,0,0
INV16602,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,0.0,2026-07-23,Graffiti management and pressure cleaning services,3668,161,154,0,7
INV16603,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,894.5,2029-08-12,Open spaces management - region 2,3677,169,154,15,0
INV16604,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,244299.97,2028-03-04,Open spaces management - region 2, ,164,154,10,0
INV16605,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,245460.82,2028-01-16,Tree management maintenance services,3678,144,144,0,0
INV16606,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Victorian YMCA Community Programming Pty Ltd,61089.35,2025-04-11,Management of Active Melbourne recreation facilities,3615,178,178,0,0
INV16607,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,75686.17,2029-05-07,Integrated security services,3686,159,144,15,0
INV16608,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,21941.43,2029-06-01,Building maintenance services,3630,193,178,15,0
INV16609,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2028-11-28,Open spaces management - region 1,3676,178,178,0,0
INV16610,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,189547.02,2029-01-27,Management of Active Melbourne recreation facilities,3615,169,154,15,0
INV16611,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,214230.88,2028-01-13,Building maintenance services,3630,193,178,15,0
INV16612,['ContractNumber'],['InvoiceDate'],Calcorp Services Pty Ltd,25717.14,2028-08-05,Graffiti management and pressure cleaning services,3668,120,120,0,0
INV16613,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,201919.4,2027-04-11,Building maintenance services,3630,159,144,15,0
INV16614,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,143694.05,2026-06-26,Building maintenance services,3630,144,144,0,0
INV16615,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,24095.98,2027-09-18,Open spaces management - region 1,3676,178,178,0,0
INV16616,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,93117.19,2028-03-28,Street cleaning,3669,178,178,0,0
INV16617,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,100000.0,2028-07-28,Building cleaning services,3634,193,178,15,0
INV16618,['ContractNumber'],['InvoiceDate'],Programmed Facility Management Pty Ltd,163045.68,2028-05-25,Building maintenance services,3630,135,120,15,0
INV16619,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,97878.83,2028-12-23,Waste management services,3556,169,154,15,0
INV16620,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,127698.95,2027-11-11,Vehicle tow away and impound services,3585,193,178,15,0
INV16621,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,42791.4,2028-05-07,Open spaces management - region 1,3676,144,144,0,0
INV16622,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,66270.89,2025-11-26,Parking technology services,3623,178,178,0,0
INV16623,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,154688.55,2029-03-01,Melbourne Town Hall venue management,3670,154,154,0,0
INV16624,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,55869.06,2026-12-20,Building maintenance services,3630,159,144,15,0
INV16625,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,119372.18,2025-05-20,Melbourne Town Hall venue management,3670,178,178,0,0
INV16626,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Calcorp Services Pty Ltd,180679.14,2027-06-09,Graffiti management and pressure cleaning services,3668,178,178,0,0
INV16627,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,77289.53,2026-12-09,Integrated security services,3686,178,178,0,0
INV16628,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,233799.28,2025-03-27,Building maintenance services, ,188,178,10,0
INV16629,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,1777.29,2025-03-03,Open spaces management - region 1,3676,144,144,0,0
INV16630,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,128337.32,2026-09-09,Street cleaning,3669,178,178,0,0
INV16631,['ContractNumber'],[],Showtime Event Group Pty Ltd,89295.85,2026-08-23,Melbourne Town Hall venue management,3670,94,94,0,0
INV16632,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,75069.69,2026-05-11,Street cleaning,3669,144,144,0,0
INV16633,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,208134.8,2027-04-26,Building cleaning services,3634,193,178,15,0
INV16634,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,138184.47,2025-02-01,Graffiti management and pressure cleaning services,3668,154,154,0,0
