InvoiceID,FailedFields,ModifiedFields,Provider_Clean,InvoiceAmount_Clean,InvoiceDate_Clean,ContractTitle_Clean,ContractNumber_Clean
INV32660,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,200000.0,2028-09-26,Parking technology services,3623
INV32661,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,52996.27,2026-01-29,Integrated security services,3686
INV32662,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,100000.0,2027-09-01,Graffiti management and pressure cleaning services,3668
INV32663,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,131151.88,2027-12-08,Management of Active Melbourne recreation facilities,3615
INV32664,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2028-02-09,Integrated security services,3686
INV32665,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,126304.28,2027-04-20,Open spaces management - region 1,3676
INV32666,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,194481.55,2027-09-23,Vehicle tow away and impound services,3585
INV32667,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,126190.1,2025-04-05,Civil infrastructure services,3665
INV32668,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,193748.17,2028-03-17,Building cleaning services,3634
INV32669,['ContractNumber'],['Provider'],Calcorp Services Pty Ltd,200452.14,2029-08-29,Graffiti management and pressure cleaning services,3668
INV32670,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,77702.58,2025-10-31,Parking technology services,3623
INV32671,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,23102.56,2025-12-25,Integrated security services,3686
INV32672,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,48505.4,2026-03-05,Building cleaning services,3634
INV32673,['ContractNumber'],"['Provider', 'InvoiceAmount']",Citywide Service Solutions Pty Ltd,96014.22,2026-01-09,Civil infrastructure services,3665
INV32674,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,200000.0,2029-02-10,Building cleaning services,3634
INV32675,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,24303.83,2029-05-11,Building cleaning services,3634
INV32676,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,220938.71,2026-09-11,Street cleaning,3669
INV32677,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,45094.67,2029-03-21,Tree management maintenance services,3678
INV32678,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,112356.02,2026-08-22,Waste management services,3556
INV32679,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,37889.15,2026-09-21,Building cleaning services,3634
INV32680,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,46020.59,2025-04-12,Civil infrastructure services,3665
INV32681,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,27520.18,2026-10-15,Open spaces management - region 1,3676
INV32682,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,241973.48,2026-05-19,Parking technology services,3623
INV32683,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,100000.0,2029-08-05,Parking technology services, 
INV32684,['ContractNumber'],['InvoiceDate'],Nationwide Towing Services,215155.88,2026-05-17,Vehicle tow away and impound services,3585
INV32685,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2027-08-25,Open spaces management - region 1,3676
INV32686,['ContractNumber'],['InvoiceDate'],Reino International Pty Ltd T/A Duncan Solutions,228640.36,2026-07-02,Parking technology services,3623
INV32687,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,128996.71,2029-02-27,Management of Active Melbourne recreation facilities, 
INV32688,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,43492.06,2027-07-16,Civil infrastructure services,3665
INV32689,['ContractNumber'],['Provider'],Menzies International (Aust) Pty Ltd,12663.64,2029-01-12,Building cleaning services,3634
INV32690,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,53836.0,2025-09-01,Waste management services,3556
INV32691,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,82425.21,2026-04-02,Civil infrastructure services,3665
INV32692,['ContractNumber'],['Provider'],Showtime Event Group Pty Ltd,147672.07,2026-06-01,Melbourne Town Hall venue management,3670
INV32693,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,8125.98,2027-04-26,Open spaces management - region 1,3676
INV32694,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,0.0,2027-12-15,Street cleaning, 
INV32695,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,26197.02,2025-09-08,Civil infrastructure services,3665
INV32696,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,200000.0,2028-05-30,Management of Active Melbourne recreation facilities,3615
INV32697,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,131890.94,2025-01-29,Tree management maintenance services,3678
INV32698,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,91631.97,2025-03-08,Waste management services,3556
INV32699,['ContractNumber'],['InvoiceAmount'],Spotless Facility Services Pty Ltd,54176.05,2028-09-27,Street cleaning,3669
INV32700,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,141140.47,2028-06-02,Waste management services,3556
INV32701,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,136457.32,2025-10-22,Civil infrastructure services,3665
INV32702,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,193610.86,2029-04-15,Tree management maintenance services,3678
INV32703,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,37713.92,2026-05-11,Parking technology services,3623
INV32704,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,49917.91,2028-04-11,Tree management maintenance services,3678
INV32705,['ContractNumber'],['InvoiceAmount'],National Protective Services Pty Ltd,104858.41,2027-03-30,Integrated security services,3686
INV32706,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,106655.62,2028-04-12,Integrated security services,3686
INV32707,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,131325.33,2026-04-19,Building cleaning services,3634
INV32708,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,201663.92,2026-04-10,Building cleaning services,3634
INV32709,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,67115.44,2026-11-02,Open spaces management - region 2,3677
INV32710,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,200000.0,2028-12-03,Graffiti management and pressure cleaning services,3668
INV32711,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,15190.27,2028-04-12,Open spaces management - region 1,3676
INV32712,['ContractNumber'],['ContractTitle'],Showtime Event Group Pty Ltd,117408.55,2027-12-09,Melbourne Town Hall venue management,3670
INV32713,['ContractNumber'],[],Showtime Event Group Pty Ltd,126597.24,2026-10-25,Melbourne Town Hall venue management,3670
INV32714,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,110399.41,2026-04-08,Management of Active Melbourne recreation facilities,3615
INV32715,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Spotless Facility Services Pty Ltd,160267.44,2029-05-23,Street cleaning,3669
INV32716,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,210461.7,2029-09-04,Management of Active Melbourne recreation facilities,3615
INV32717,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,77728.61,2025-06-23,Street cleaning,3669
INV32718,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,107651.46,2027-09-24,Integrated security services,3686
INV32719,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,,2029-04-27,Building cleaning services, 
INV32720,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,48688.59,2027-12-07,Civil infrastructure services,3665
INV32721,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,233015.29,2029-12-17,Management of Active Melbourne recreation facilities,3615
INV32722,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,45522.79,2026-10-27,Building cleaning services,3634
INV32723,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,0.0,2027-01-22,Civil infrastructure services,3665
INV32724,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,22863.98,2027-05-13,Graffiti management and pressure cleaning services,3668
INV32725,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Reino International Pty Ltd T/A Duncan Solutions,0.0,2025-07-01,Parking technology services,3623
INV32726,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,4199.95,2026-12-17,Melbourne Town Hall venue management,3670
INV32727,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,70808.04,2025-08-14,Building cleaning services,3634
INV32728,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,21564.06,2029-07-18,Building maintenance services,3630
INV32729,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2029-06-13,Integrated security services,3686
INV32730,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,99076.66,2026-02-14,Vehicle tow away and impound services,3585
INV32731,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2028-04-09,Civil infrastructure services,3665
INV32732,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate', 'ContractTitle']",National Protective Services Pty Ltd,22820.83,2027-07-02,Integrated security services,3686
INV32733,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,82823.63,2025-11-24,Building maintenance services,3630
INV32734,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,1546.48,2027-08-26,Tree management maintenance services,3678
INV32735,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,59438.16,2029-09-03,Open spaces management - region 2,3677
INV32736,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,146619.44,2027-09-15,Management of Active Melbourne recreation facilities,3615
INV32737,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,115862.58,2029-09-11,Vehicle tow away and impound services,3585
INV32738,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,49120.01,2028-02-14,Open spaces management - region 2,3677
INV32739,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,247618.33,2029-02-06,Street cleaning,3669
INV32740,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,37652.33,2028-05-29,Vehicle tow away and impound services, 
INV32741,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,228508.31,2029-10-31,Tree management maintenance services,3678
INV32742,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,232882.4,2027-11-07,Open spaces management - region 1,3676
INV32743,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,95664.13,2028-11-23,Waste management services,3556
INV32744,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,169865.18,2028-08-26,Building cleaning services,3634
INV32745,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,50661.79,2028-02-15,Integrated security services, 
INV32746,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,29547.08,2028-07-13,Integrated security services,3686
INV32747,['ContractNumber'],"['Provider', 'InvoiceDate']",National Protective Services Pty Ltd,200940.2,2025-06-16,Integrated security services,3686
INV32748,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2026-09-18,Open spaces management - region 1,3676
INV32749,['ContractNumber'],['Provider'],Spotless Facility Services Pty Ltd,71868.38,2025-01-31,Street cleaning,3669
INV32750,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,116123.75,2027-01-12,Waste management services,3556
INV32751,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,140627.39,2028-04-30,Integrated security services,3686
INV32752,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,34633.8,2026-01-03,Integrated security services,3686
INV32753,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,96683.26,2029-10-31,Parking technology services,3623
INV32754,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,248319.21,2029-07-18,Graffiti management and pressure cleaning services,3668
INV32755,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,128038.67,2025-04-03,Waste management services,3556
INV32756,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,142684.54,2025-06-27,Parking technology services,3623
INV32757,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,70498.21,2027-01-10,Parking technology services,3623
INV32758,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,70568.26,2026-11-26,Open spaces management - region 1,3676
INV32759,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2029-10-17,Vehicle tow away and impound services,3585
INV32760,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,116792.24,2025-04-19,Melbourne Town Hall venue management,3670
INV32761,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,100000.0,2027-12-03,Integrated security services,3686
INV32762,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,25102.58,2025-11-01,Open spaces management - region 1,3676
INV32763,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,7199.3,2027-11-05,Waste management services,3556
INV32764,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,57619.96,2026-02-25,Management of Active Melbourne recreation facilities,3615
INV32765,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,154981.42,2027-01-22,Parking technology services,3623
INV32766,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,245587.55,2029-09-10,Graffiti management and pressure cleaning services,3668
INV32767,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2029-10-28,Melbourne Town Hall venue management,3670
INV32768,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,200000.0,2027-05-31,Integrated security services,3686
INV32769,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,94925.42,2026-11-24,Waste management services,3556
INV32770,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,200000.0,2028-01-07,Tree management maintenance services,3678
INV32771,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,100000.0,2027-12-11,Waste management services,3556
INV32772,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,170623.2,2025-05-20,Waste management services,3556
INV32773,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,118945.8,2026-06-24,Open spaces management - region 1,3676
INV32774,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,124040.49,2027-01-01,Building cleaning services,3634
INV32775,['ContractNumber'],"['Provider', 'InvoiceAmount']",Calcorp Services Pty Ltd,184709.26,2025-09-07,Graffiti management and pressure cleaning services,3668
INV32776,['ContractNumber'],['Provider'],Victorian YMCA Community Programming Pty Ltd,11160.39,2025-03-04,Management of Active Melbourne recreation facilities,3615
INV32777,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,50484.54,2028-07-20,Street cleaning,3669
INV32778,['ContractNumber'],['InvoiceAmount'],Reino International Pty Ltd T/A Duncan Solutions,200000.0,2029-08-06,Parking technology services,3623
INV32779,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,77216.82,2028-10-11,Building cleaning services,3634
INV32780,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,167741.05,2025-01-22,Melbourne Town Hall venue management,3670
INV32781,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,182331.68,2027-06-28,Parking technology services,3623
INV32782,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,143491.14,2028-12-21,Parking technology services,3623
INV32783,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,111046.43,2025-07-09,Street cleaning,3669
INV32784,['ContractNumber'],"['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,52826.15,2025-11-18,Civil infrastructure services,3665
INV32785,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",SERCO,200000.0,2026-03-29,Open spaces management - region 2,3677
INV32786,['ContractNumber'],['InvoiceDate'],National Protective Services Pty Ltd,188341.9,2027-12-19,Integrated security services,3686
INV32787,['ContractNumber'],"['Provider', 'InvoiceAmount']",Menzies International (Aust) Pty Ltd,188030.03,2029-06-17,Building cleaning services,3634
INV32788,['ContractNumber'],"['Provider', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,28575.26,2026-12-26,Parking technology services,3623
INV32789,['ContractNumber'],"['Provider', 'InvoiceAmount']",Reino International Pty Ltd T/A Duncan Solutions,116458.37,2029-07-23,Parking technology services,3623
INV32790,['ContractNumber'],"['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,122252.53,2026-12-26,Management of Active Melbourne recreation facilities,3615
INV32791,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,228999.56,2029-01-08,Melbourne Town Hall venue management,3670
INV32792,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,44758.93,2025-01-01,Integrated security services,3686
INV32793,['ContractNumber'],"['Provider', 'InvoiceAmount']",SERCO,0.0,2026-05-07,Open spaces management - region 2,3677
INV32794,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,124749.01,2027-06-22,Open spaces management - region 1,3676
INV32795,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Cleanaway Waste Management Limited,0.0,2029-02-21,Waste management services,3556
INV32796,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,202588.44,2028-11-07,Building maintenance services, 
INV32797,['ContractNumber'],"['Provider', 'InvoiceDate', 'ContractTitle']",Menzies International (Aust) Pty Ltd,119193.79,2026-03-16,Building cleaning services,3634
INV32798,['ContractNumber'],"['Provider', 'InvoiceDate']",Menzies International (Aust) Pty Ltd,99416.6,2026-10-12,Building cleaning services,3634
INV32799,['ContractNumber'],"['Provider', 'InvoiceDate']",Cleanaway Waste Management Limited,205759.54,2028-03-29,Waste management services,3556
INV32800,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Showtime Event Group Pty Ltd,0.0,2029-06-26,Melbourne Town Hall venue management,3670
INV32801,['ContractNumber'],"['Provider', 'InvoiceDate']",Showtime Event Group Pty Ltd,51253.96,2025-02-26,Melbourne Town Hall venue management,3670
INV32802,['ContractNumber'],"['Provider', 'InvoiceAmount']",Nationwide Towing Services,20888.68,2025-08-08,Vehicle tow away and impound services,3585
INV32803,['ContractNumber'],['InvoiceDate'],Citywide Service Solutions Pty Ltd,32996.47,2029-07-04,Civil infrastructure services,3665
INV32804,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Nationwide Towing Services,100000.0,2027-05-19,Vehicle tow away and impound services,3585
INV32805,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",National Protective Services Pty Ltd,177771.6,2028-02-05,Integrated security services,3686
INV32806,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,111350.94,2028-07-04,Waste management services,3556
INV32807,['ContractNumber'],['Provider'],Menzies International (Aust) Pty Ltd,90185.96,2028-01-01,Building cleaning services,3634
INV32808,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate', 'ContractTitle']",Victorian YMCA Community Programming Pty Ltd,202118.75,2028-03-08,Management of Active Melbourne recreation facilities,3615
INV32809,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,237604.09,2028-12-28,Street cleaning,3669
INV32810,['ContractNumber'],['InvoiceDate'],Cleanaway Waste Management Limited,74919.39,2027-08-15,Waste management services,3556
INV32811,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,100000.0,2026-04-20,Parking technology services,3623
INV32812,['ContractNumber'],"['Provider', 'InvoiceDate']",Programmed Facility Management Pty Ltd,202039.38,2026-07-11,Building maintenance services,3630
INV32813,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,41897.84,2027-12-14,Parking technology services,3623
INV32814,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,100000.0,2026-07-24,Civil infrastructure services,3665
INV32815,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,245795.99,2028-01-07,Management of Active Melbourne recreation facilities,3615
INV32816,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,154150.14,2026-05-19,Open spaces management - region 2, 
INV32817,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,,2025-03-12,Civil infrastructure services,3665
INV32818,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Programmed Facility Management Pty Ltd,200000.0,2025-03-24,Building maintenance services,3630
INV32819,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,78334.63,2025-05-31,Melbourne Town Hall venue management,3670
INV32820,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,142889.53,2025-12-25,Street cleaning,3669
INV32821,['ContractNumber'],"['Provider', 'InvoiceAmount']",National Protective Services Pty Ltd,134262.35,2029-07-28,Integrated security services,3686
INV32822,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,0.0,2028-08-18,Graffiti management and pressure cleaning services,3668
INV32823,"['InvoiceDate', 'ContractNumber']","['Provider', 'InvoiceAmount']",Programmed Facility Management Pty Ltd,110708.25,,Building maintenance services,3630
INV32824,"['InvoiceAmount', 'ContractNumber']","['Provider', 'InvoiceDate']",Victorian YMCA Community Programming Pty Ltd,,2025-05-11,Management of Active Melbourne recreation facilities,3615
INV32825,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",SERCO,10900.47,2027-05-15,Open spaces management - region 2,3677
INV32826,['ContractNumber'],"['Provider', 'InvoiceAmount']",Menzies International (Aust) Pty Ltd,100000.0,2027-01-25,Building cleaning services,3634
INV32827,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,184412.98,2029-05-06,Open spaces management - region 1,3676
INV32828,['ContractNumber'],"['Provider', 'InvoiceDate']",Spotless Facility Services Pty Ltd,224045.14,2026-03-24,Street cleaning,3669
INV32829,['ContractNumber'],"['Provider', 'InvoiceDate']",Nationwide Towing Services,226688.35,2026-05-18,Vehicle tow away and impound services,3585
INV32830,['ContractNumber'],"['Provider', 'InvoiceAmount']",Spotless Facility Services Pty Ltd,128208.44,2029-01-18,Street cleaning,3669
INV32831,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,222490.53,2027-11-24,Tree management maintenance services, 
INV32832,['ContractNumber'],['Provider'],Cleanaway Waste Management Limited,37660.6,2028-02-15,Waste management services,3556
INV32833,['ContractNumber'],"['Provider', 'InvoiceDate']",Calcorp Services Pty Ltd,71251.99,2025-05-13,Graffiti management and pressure cleaning services,3668
INV32834,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Calcorp Services Pty Ltd,66649.12,2027-07-29,Graffiti management and pressure cleaning services,3668
INV32835,['ContractNumber'],"['Provider', 'InvoiceDate']",SERCO,87560.55,2026-12-04,Open spaces management - region 2,3677
INV32836,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Citywide Service Solutions Pty Ltd,36582.19,2026-12-24,Civil infrastructure services,3665
INV32837,['ContractNumber'],"['InvoiceAmount', 'InvoiceDate']",Reino International Pty Ltd T/A Duncan Solutions,49278.46,2028-07-12,Parking technology services,3623
INV32838,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Showtime Event Group Pty Ltd,100000.0,2028-07-07,Melbourne Town Hall venue management,3670
INV32839,['ContractNumber'],"['Provider', 'InvoiceAmount', 'InvoiceDate']",Spotless Facility Services Pty Ltd,120626.72,2025-04-15,Street cleaning,3669
INV32840,['ContractNumber'],['InvoiceDate'],Spotless Facility Services Pty Ltd,163511.85,2029-02-12,Street cleaning,3669
