ds,ForecastSpend,yhat_lower,yhat_upper,Provider_Clean,ContractTitle_Clean,ContractNumber_Clean
2028-03-01,14430868.055267477,11687818.663946602,16875064.34863705,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-04-01,12705989.067603692,10077684.143570017,15281282.088084431,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-05-01,13778336.911744187,11215983.988032714,16431292.742494525,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-06-01,14093815.942930987,11402493.869355872,16667878.507260647,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-07-01,15551595.500842901,12820649.74322029,17944174.715662766,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-08-01,14536572.041450921,12055392.219393974,17212012.465779874,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-09-01,12278844.351933999,9553319.110337615,14805910.339339405,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-10-01,14041999.485319657,11594583.972318674,16606973.190264536,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-11-01,14288790.49002802,11694740.723492462,16704165.661122223,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2028-12-01,15817329.08190202,13152489.492132606,18310044.765249137,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-01-01,11332845.808294417,8550980.01576379,13854653.900229516,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-02-01,12702947.450608931,10134529.647790685,15120211.063907018,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-03-01,14320458.37558728,11942418.797098424,16898593.71699363,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-04-01,12727232.736717192,10137235.761882214,15429645.089562017,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-05-01,13330520.686709067,10751804.175579296,16011519.542990321,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-06-01,13853694.334605416,11231244.428948333,16451229.873527216,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-07-01,14304130.474057453,11559663.232882913,16683739.959384965,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-08-01,14961861.49068832,12530752.88821276,17444731.502242703,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-09-01,12331549.752679864,9622083.87774711,14853381.204508763,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-10-01,14169775.72622505,11534152.476343403,16609522.03082866,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-11-01,14557583.441668598,11963047.332977438,17310876.79839089,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2029-12-01,14149482.533396326,11658782.550433533,16996233.421841044,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-01-01,10949973.608033279,8262670.463575364,13508184.384920307,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-02-01,13099384.527158156,10738627.779850291,15674406.755741486,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-03-01,14203570.442095663,11556591.230017807,16930657.650774945,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-04-01,12739177.83190096,9922078.170000175,15210031.208565393,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-05-01,12873009.691757668,10460223.561013766,15559444.995198045,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-06-01,13603969.583287627,11123810.887872312,16371737.074697284,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-07-01,13071026.799027802,10422228.644822253,15594411.059882037,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-08-01,15409107.986249844,12799720.465799125,18044797.118959878,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-09-01,12386889.119556699,9748671.929285193,15084658.95033392,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-10-01,14290398.949806064,11661596.134664977,16935953.445326194,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-11-01,14798015.550403481,12148354.233683918,17558713.614872552,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2030-12-01,12475146.36979517,9942321.062318575,15165938.434730442,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2031-01-01,10597624.747580703,8086323.300280248,13346943.327420652,Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623
2025-01-01,12680412.684843838,10326982.66319187,15048035.449077802,SERCO,Open spaces management - region 2,3677
2025-02-01,13691311.634187121,11255327.566525856,16003910.859929813,SERCO,Open spaces management - region 2,3677
2025-03-01,15948746.688383382,13522899.437447755,18296995.520631455,SERCO,Open spaces management - region 2,3677
2025-04-01,15334160.855038464,12956861.553967612,17799532.553015806,SERCO,Open spaces management - region 2,3677
2025-05-01,15126894.124971239,12777442.788495617,17579627.17644163,SERCO,Open spaces management - region 2,3677
2025-06-01,16355642.90292997,13849643.293239543,18897364.16759835,SERCO,Open spaces management - region 2,3677
2025-07-01,14881584.931244243,12386705.44213284,17051684.16387016,SERCO,Open spaces management - region 2,3677
2025-08-01,14594603.597511487,12210082.136339728,16859715.479837805,SERCO,Open spaces management - region 2,3677
2025-09-01,15655247.300437026,13258836.560353708,18072786.391017683,SERCO,Open spaces management - region 2,3677
2025-10-01,14196028.047192313,11638500.589384316,16676586.89360658,SERCO,Open spaces management - region 2,3677
2025-11-01,14221099.58861994,11753355.68001656,16520206.995209705,SERCO,Open spaces management - region 2,3677
2025-12-01,15852237.04913226,13486643.562282875,18252469.68765506,SERCO,Open spaces management - region 2,3677
2026-01-01,12340081.856650366,9930910.981813543,14556739.872986745,SERCO,Open spaces management - region 2,3677
2026-02-01,13712604.550616324,11270043.50240965,16232075.131351598,SERCO,Open spaces management - region 2,3677
2026-03-01,15187224.545110162,12775940.376115106,17504450.37922554,SERCO,Open spaces management - region 2,3677
2026-04-01,14525956.861794425,12101751.31911539,17031991.83529529,SERCO,Open spaces management - region 2,3677
2026-05-01,14534106.169120686,12057268.337076874,16941403.46529705,SERCO,Open spaces management - region 2,3677
2026-06-01,16140587.9254335,13798821.945875043,18596916.96136479,SERCO,Open spaces management - region 2,3677
2026-07-01,15325074.497553477,12850616.147027811,17742385.880753566,SERCO,Open spaces management - region 2,3677
2026-08-01,14729458.22174807,12229326.378760943,17066903.52143605,SERCO,Open spaces management - region 2,3677
2026-09-01,13765121.299549459,11286397.70673469,16242474.377949947,SERCO,Open spaces management - region 2,3677
2026-10-01,13930611.973673142,11530052.62627638,16270287.643029025,SERCO,Open spaces management - region 2,3677
2026-11-01,13895430.011943042,11589003.942825202,16430830.112314897,SERCO,Open spaces management - region 2,3677
2026-12-01,15793797.587854026,13401610.58530627,18163178.20319262,SERCO,Open spaces management - region 2,3677
2027-01-01,11999723.881928828,9599631.33285585,14451498.443006705,SERCO,Open spaces management - region 2,3677
2027-02-01,13725586.39714686,11362114.375393145,16257600.642556297,SERCO,Open spaces management - region 2,3677
2027-03-01,14413979.441096136,11954513.280242547,16869989.855184574,SERCO,Open spaces management - region 2,3677
2027-04-01,13720927.339835217,11390748.952805951,15937901.7967477,SERCO,Open spaces management - region 2,3677
2027-05-01,13956984.813378138,11560005.403319836,16606867.217614291,SERCO,Open spaces management - region 2,3677
2027-06-01,15943107.470840694,13471187.064255623,18106006.17950909,SERCO,Open spaces management - region 2,3677
2027-07-01,15765680.830036243,13285919.049099581,18262197.52991185,SERCO,Open spaces management - region 2,3677
2027-08-01,14829148.495819086,12492212.477876684,17571305.335797418,SERCO,Open spaces management - region 2,3677
2027-09-01,11864017.922666313,9402289.25708881,14093246.32751329,SERCO,Open spaces management - region 2,3677
2027-10-01,13686283.443232011,11355452.681350617,15999291.834119722,SERCO,Open spaces management - region 2,3677
2027-11-01,13580644.174218394,11160782.36711775,16173764.173962886,SERCO,Open spaces management - region 2,3677
2027-12-01,15736586.45789202,13386287.309316142,18167206.752194244,SERCO,Open spaces management - region 2,3677
2028-01-01,11658594.515484307,9191343.914302928,13985579.026554655,SERCO,Open spaces management - region 2,3677
2028-02-01,13729226.957943473,11403469.638363559,16128419.845779527,SERCO,Open spaces management - region 2,3677
2028-03-01,15125780.325282311,12809785.48912862,17611408.489500187,SERCO,Open spaces management - region 2,3677
2028-04-01,14572502.22228598,12020525.629122484,16959473.958470628,SERCO,Open spaces management - region 2,3677
2028-05-01,14162631.73163535,11823901.53461517,16671593.267759698,SERCO,Open spaces management - region 2,3677
2028-06-01,15016143.00610092,12755701.31390692,17483883.807564422,SERCO,Open spaces management - region 2,3677
2028-07-01,12863757.65269242,10432899.08766291,15121024.721249724,SERCO,Open spaces management - region 2,3677
2028-08-01,12852275.610947495,10554229.87232948,15189926.059188297,SERCO,Open spaces management - region 2,3677
2028-09-01,15959944.180133957,13762466.48259429,18326282.61388713,SERCO,Open spaces management - region 2,3677
2028-10-01,12909395.74484646,10627629.67582622,15232201.314368054,SERCO,Open spaces management - region 2,3677
2028-11-01,12984924.03877322,10534357.226945728,15310171.00458071,SERCO,Open spaces management - region 2,3677
2028-12-01,14339458.056027738,12042173.92722482,16612099.288142638,SERCO,Open spaces management - region 2,3677
2029-01-01,11107024.936581682,8662861.068887308,13434927.796534598,SERCO,Open spaces management - region 2,3677
2029-02-01,12117806.584357155,9918858.42477952,14565986.815775193,SERCO,Open spaces management - region 2,3677
2029-03-01,14375135.688752457,12016293.640569884,16602687.609154347,SERCO,Open spaces management - region 2,3677
2029-04-01,13760432.554125618,11362496.31697706,16186984.665431963,SERCO,Open spaces management - region 2,3677
2029-05-01,13553052.306680843,11158989.375903524,16043704.972504681,SERCO,Open spaces management - region 2,3677
2029-06-01,14781683.783728532,12517495.137231244,17247218.55009523,SERCO,Open spaces management - region 2,3677
2029-07-01,13307512.295023983,10783100.303039877,15628380.423601504,SERCO,Open spaces management - region 2,3677
2029-08-01,13020413.659980213,10662560.260404207,15435529.393124294,SERCO,Open spaces management - region 2,3677
2029-09-01,14080940.06160594,11570280.376905166,16502662.920797795,SERCO,Open spaces management - region 2,3677
2029-10-01,12621607.291467654,10185873.913580414,15049948.369746732,SERCO,Open spaces management - region 2,3677
2029-11-01,12646561.53182823,10311977.421988275,15078284.578154817,SERCO,Open spaces management - region 2,3677
2029-12-01,14277585.475165796,11897043.677443769,16776630.950610504,SERCO,Open spaces management - region 2,3677
2030-01-01,10765312.982595159,8271350.076575337,13117081.958008349,SERCO,Open spaces management - region 2,3677
2030-02-01,12137718.37646542,9516752.072174199,14458505.029941237,SERCO,Open spaces management - region 2,3677
2030-03-01,13612232.423047218,11225037.562272627,15902419.248364715,SERCO,Open spaces management - region 2,3677
2030-04-01,12950847.440273652,10534936.970635405,15474828.019120352,SERCO,Open spaces management - region 2,3677
2030-05-01,12958883.231576238,10614433.336102204,15467510.495471157,SERCO,Open spaces management - region 2,3677
2030-06-01,14565247.687997613,12037857.798096148,17064635.94613172,SERCO,Open spaces management - region 2,3677
2030-07-01,13749620.74464257,11530515.448687231,16189101.831698198,SERCO,Open spaces management - region 2,3677
2030-08-01,13153887.169506475,10886232.200841017,15586118.820641154,SERCO,Open spaces management - region 2,3677
2030-09-01,12189432.948028373,9654999.728189593,14631194.746608388,SERCO,Open spaces management - region 2,3677
2030-10-01,12354810.106713748,9949040.958621351,14793401.01403941,SERCO,Open spaces management - region 2,3677
2030-11-01,12319510.84601426,9874230.18830797,14786822.441850051,SERCO,Open spaces management - region 2,3677
2030-12-01,14217764.906796388,11793088.275794227,16569142.208845936,SERCO,Open spaces management - region 2,3677
2031-01-01,10423573.901577022,7947125.740747546,12695091.354695395,SERCO,Open spaces management - region 2,3677
2025-01-01,12504215.616760664,9543542.838038659,15468197.651259927,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-02-01,13372794.46058203,10447239.930907547,16325236.942582518,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-03-01,15353353.188591786,12339308.249125674,18388293.993571647,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-04-01,14165959.562089378,11120864.916374732,16832279.628475327,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-05-01,15906663.440118447,13000455.54577424,18794541.74138626,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-06-01,13251668.485711867,10404868.334192574,16292110.197484694,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-07-01,16429493.635556411,13285878.805165961,19491184.025037892,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-08-01,16342913.565744659,13290678.906044614,19223265.173650783,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-09-01,14520858.917465251,11567552.270602552,17397886.761781376,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-10-01,14958194.432583094,12018951.364723386,17858192.089048915,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-11-01,12966177.355767159,9948218.551188001,15879110.737084989,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-12-01,13819265.886194069,10720152.37664612,16646366.05779383,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-01-01,13033134.307781367,10131038.046716722,16091507.2821548,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-02-01,12808936.640817152,9946842.306296691,15944022.756724719,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-03-01,15781207.606585925,12537822.855093416,18792098.030975115,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-04-01,13532426.281560734,10520167.680375723,16465976.72388194,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-05-01,15943643.907424107,12746208.217137214,19076973.78470791,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-06-01,13366545.925138952,10311754.195572976,16436327.987348972,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-07-01,16425581.319793664,13448286.202178301,19313068.613966644,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-08-01,16146752.244287126,13133974.366388304,18998112.670364354,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-09-01,14691143.10936158,11855896.32552339,17834200.059341285,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-10-01,14370196.849009413,11514816.91795997,17648457.9537581,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-11-01,13359066.369616967,10383489.443569664,16398422.511862386,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2026-12-01,13343196.837264547,10252673.280009223,16052068.543866377,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-01-01,13561093.181014426,10492904.662009357,16720827.796339346,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-02-01,12242728.377052741,9217572.593848336,15157203.095843578,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-03-01,16204802.072245631,13377345.464115685,19328002.89805671,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-04-01,12896097.802981423,9727774.643123858,15990612.29291224,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-05-01,15989174.793114347,13057050.799059713,18974133.40516669,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-06-01,13483882.355024725,10521611.002007542,16458960.69604907,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-07-01,16416932.305057324,13445317.60458955,19545197.958443236,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-08-01,15949515.063176809,12873072.955600545,18997091.51064454,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-09-01,14856993.506242752,11796553.47345148,18004131.39324505,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-10-01,13785129.569278497,11044004.836665833,17065193.609321076,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-11-01,13755558.710973201,10792707.597528579,16930186.152240332,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2027-12-01,12869709.39320722,9859796.547546536,15721623.199743,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-01-01,14087632.886950614,11107819.581356185,17149207.464903053,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-02-01,11674467.283665812,8820959.006163362,14583960.321873553,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-03-01,14653523.980666855,11573880.153599126,17589238.052993868,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-04-01,14528151.17234925,11302617.979063421,17537020.058858212,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-05-01,15610232.6055608,12745436.649193464,18681876.599874243,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-06-01,12871478.796202833,9761149.607492512,15854417.913941167,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-07-01,16160760.498587439,13278687.083865607,19089112.804458007,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-08-01,16269887.184923787,13202025.062704073,19371120.02415632,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-09-01,14078203.278109081,11175136.843263086,16867280.46317061,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-10-01,15280639.45799797,12145974.018519413,18389428.507017866,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-11-01,12309145.31747492,9274372.610405803,15259615.165168822,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2028-12-01,14029685.182689616,10927544.289325949,16991027.29865104,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-01-01,12236183.98823446,9257783.498503316,15126502.61903798,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-02-01,13104762.828722984,10160861.321605397,16336340.963537233,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-03-01,15085321.553717967,12236625.248839878,17940299.53012987,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-04-01,13897927.923863191,10890898.224643188,16795955.843087573,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-05-01,15638631.79864052,12708925.363341337,18312580.834396,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-06-01,12983636.840853382,9939608.7514368,16026527.318807013,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-07-01,16161461.987422861,13270805.16250478,19368678.6248692,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-08-01,16074881.914232392,13145438.346812509,19140306.382837057,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-09-01,14252827.262572018,11402026.906921042,17515655.13812228,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-10-01,14690162.774418246,11771954.285492973,17580239.775845233,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-11-01,12698145.694195963,9755599.87765477,15700071.617911289,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2029-12-01,13551234.221329266,10560454.41023147,16718839.145822965,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-01-01,12765102.639491783,9593234.395517234,15552890.939027322,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-02-01,12540904.96911318,9387989.693814429,15613646.545542812,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-03-01,15513175.931792455,12655465.399780808,18792563.32421684,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-04-01,13264394.6033346,10118514.624921652,16247521.156657344,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-05-01,15675612.225866212,12666141.102882028,18527574.885745365,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-06-01,13098514.240136767,10170602.856917161,16105225.2725443,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-07-01,16157549.63147051,13102892.828467028,19127605.78299306,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-08-01,15878720.552531505,12686337.612301538,18855717.5846276,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-09-01,14423111.414201029,11566233.051780988,17366613.411969222,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-10-01,14102165.150546158,11015898.012518073,17214895.869957693,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-11-01,13091034.667758847,10010184.72310354,16062465.382212982,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2030-12-01,13075165.132121507,9834572.474696629,16068297.956336323,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2031-01-01,13293061.472521162,10157442.176823953,16322976.913703954,Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670
2025-01-01,12778595.127169076,10220031.456883881,15506449.48591318,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-02-01,13867333.878718162,11200125.571468515,16416607.287024645,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-03-01,14967782.610512605,12453769.839513857,17606599.852520086,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-04-01,14940303.440662721,12390142.414264169,17897251.15128725,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-05-01,14688632.006170122,11914783.269980954,17235830.07217317,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-06-01,14616561.189770777,11632268.511507507,17203990.237146277,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-07-01,14386673.684080616,11770717.455836203,17055481.165630817,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-08-01,16172668.67403672,13474345.581389368,18579941.767599724,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-09-01,14424816.004433937,12050606.87138263,17046692.700964317,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-10-01,15193600.429933948,12620360.111100899,17864230.820780553,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-11-01,15453514.202619577,12686262.349962993,17962710.67343672,Spotless Facility Services Pty Ltd,Street cleaning,3669
2025-12-01,14159578.30186165,11565902.14177737,16857626.166560285,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-01-01,13200522.176262695,10710777.789741315,15909162.933872271,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-02-01,14088834.990327466,11563413.665869629,16810023.773500904,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-03-01,15003719.331860771,12346952.985612467,17569759.708976578,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-04-01,13604727.011558633,10960898.518274423,16266996.979111131,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-05-01,15291562.272545353,12389866.701503705,17768188.114127994,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-06-01,14328973.606156383,11794297.95067144,16889762.087994758,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-07-01,14997674.119630072,12557369.548064558,17467705.341764506,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-08-01,15105584.082073795,12390385.156925675,17764024.628132273,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-09-01,14618620.553388461,12110599.561505554,17212013.160251,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-10-01,15791740.135492729,13131893.533202201,18574555.324531306,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-11-01,14432352.301826134,11891992.752172979,17115179.898632474,Spotless Facility Services Pty Ltd,Street cleaning,3669
2026-12-01,13795238.123365253,11146206.87958116,16537547.099449206,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-01-01,13635133.304300813,11065982.494501559,16207205.679137519,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-02-01,14305243.371801978,11585042.622216513,16873835.82029174,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-03-01,15019058.414585937,12381169.623122936,17804922.128605045,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-04-01,12274629.44392869,9718234.82590073,14838930.15202075,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-05-01,15909751.313240867,13387692.346157193,18660795.22794678,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-06-01,14043956.3206794,11325170.392153826,16960502.53749918,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-07-01,15597762.608763896,12825763.90828794,18377476.81829152,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-08-01,14034340.203935128,11336334.544322472,16631693.115381118,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-09-01,14828203.808366876,12319293.632617868,17419072.659158044,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-10-01,16373898.46426246,13672675.042975837,19302911.12068862,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-11-01,13399690.22525328,10635548.903838512,15980607.907526022,Spotless Facility Services Pty Ltd,Street cleaning,3669
2027-12-01,13451021.696685622,10844840.68582252,16153103.956442052,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-01-01,14081764.045189643,11433283.272546656,16931909.416480046,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-02-01,14515927.320450692,11827221.002070405,17055782.266600594,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-03-01,14468393.757908452,11638100.917891903,16980298.761259258,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-04-01,15837375.694508338,13159467.91030075,18294469.742901053,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-05-01,13658697.221427552,11061001.097692069,16193877.313414434,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-06-01,14464135.879252825,11899274.521598732,17122261.84104167,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-07-01,13322593.632828502,10638699.212858671,16038057.259131448,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-08-01,16792056.018941145,14205230.167186743,19416321.37820694,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-09-01,13804329.993825052,11055562.884446498,16349669.28390587,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-10-01,14137357.835231658,11361540.268995441,16858048.82609228,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-11-01,16019474.13245691,13383489.598440029,18788951.101829335,Spotless Facility Services Pty Ltd,Street cleaning,3669
2028-12-01,14100915.984524334,11494110.409708392,16782813.146798976,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-01-01,12335847.422294367,9744797.711749325,14817090.435922895,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-02-01,13424584.661513621,10896509.423294157,16051222.054937903,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-03-01,14525032.027322283,11841987.674045973,17187247.23069555,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-04-01,14497551.345218917,11685051.346325748,17156829.24576382,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-05-01,14245878.447245713,11753894.528359212,17078555.658708174,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-06-01,14173806.118524767,11527977.56420716,16774211.902155658,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-07-01,13943917.149300065,11210489.044959847,16729675.92429345,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-08-01,15729910.627158538,13001433.136199214,18305446.87727785,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-09-01,13982056.445447296,11286844.809571564,16796708.61714948,Spotless Facility Services Pty Ltd,Street cleaning,3669
2029-10-01,14750839.407442354,12212481.604094116,17627102.50445999,Spotless Facility Services Pty Ltd,Street cleaning,3669
