Provider_Clean,ContractTitle_Clean,ContractNumber_Clean,ds,ForecastSpend,yhat_lower,yhat_upper
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-02-01,33712712.86218764,28765179.764746137,39021237.051739335
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-03-01,35921228.439366974,30736320.748564903,41054242.54469602
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-04-01,32716651.18905505,27310769.07673813,38069402.56036341
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-05-01,33142922.77854485,27981287.234947786,38401749.35849863
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-06-01,33644492.924043834,28405262.02104989,39288111.763051376
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-07-01,34785672.22346944,29754971.39419052,40242597.946084775
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-08-01,34838630.71105663,29375288.99364802,40036282.38902749
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-09-01,33806997.29814373,28408607.872072447,38918037.08846677
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-10-01,33663547.79194891,28464343.35074351,39265867.3766201
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-11-01,33115122.20329048,27937035.366619963,38425186.16784428
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2028-12-01,33943060.43402408,28805519.34380112,39362496.33582316
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-01-01,26650608.87163908,21443971.060172144,31899823.894287087
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-02-01,30119234.407447387,24560530.975593925,35075007.15767628
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-03-01,34437445.12997555,29232886.862841837,39556862.249148
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-04-01,32331256.31333822,27232719.35434268,37709708.82154944
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-05-01,32964602.05169233,27721148.273731828,38010755.30961946
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-06-01,33127488.895654872,27954970.88445738,38268491.39663163
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-07-01,33647238.68298635,28456433.09700087,39100721.00399892
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-08-01,35441628.97391914,30029195.006601278,40941433.75831566
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-09-01,32311487.89974653,26778978.83132156,37431362.27851591
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-10-01,33567381.765292466,28326062.97782856,39297829.03236122
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-11-01,33145845.485779967,27728600.62332168,38447020.91734779
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2029-12-01,32538816.96970795,27503842.24652055,38144449.28840397
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-01-01,26162018.27812837,21029928.767705034,31415799.86881728
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-02-01,30653086.16481957,25747438.107288525,35769833.23040958
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-03-01,32944152.076447494,27459126.93791824,38334068.06900493
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-04-01,31959938.129918262,26801633.94110327,37421235.51676857
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-05-01,32785319.547052074,27361407.276144423,37883197.77692464
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-06-01,32601201.492922597,27441819.634528182,37507995.83426116
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-07-01,32519897.73126835,27143670.4624382,37433182.57120592
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-08-01,36040415.7757628,31279486.380802684,41113587.735633895
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-09-01,30810196.516978152,25676932.157653183,35973167.57180851
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-10-01,33484137.246902,28340804.74893097,38475839.475533664
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-11-01,33162662.034465782,28135412.8299444,38658950.55161487
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2030-12-01,31130653.696396835,25367187.974583797,36191123.82328523
Reino International Pty Ltd T/A Duncan Solutions,Parking technology services,3623,2031-01-01,25697415.04907122,20378849.794231888,31365483.376200803
SERCO,Open spaces management - region 2,3677,2025-01-01,29837731.95158925,24581814.111302275,35135029.98448895
SERCO,Open spaces management - region 2,3677,2025-02-01,31562754.33671009,26050593.20165289,37140361.25409871
SERCO,Open spaces management - region 2,3677,2025-03-01,36602131.18369387,31427427.648913275,42196712.89864639
SERCO,Open spaces management - region 2,3677,2025-04-01,34388021.33195981,29226277.04811481,39627664.2687448
SERCO,Open spaces management - region 2,3677,2025-05-01,34966493.39442327,29647296.558261503,40215747.35553459
SERCO,Open spaces management - region 2,3677,2025-06-01,37659030.1265516,32492869.98640852,43079905.5039789
SERCO,Open spaces management - region 2,3677,2025-07-01,37334784.28551436,32009909.76389337,42117572.86092771
SERCO,Open spaces management - region 2,3677,2025-08-01,35025930.34497436,29627862.78065463,40207297.78853127
SERCO,Open spaces management - region 2,3677,2025-09-01,35812244.65514225,30442057.47274009,41197370.390979216
SERCO,Open spaces management - region 2,3677,2025-10-01,34713244.92986323,29152997.346882846,40292918.00366247
SERCO,Open spaces management - region 2,3677,2025-11-01,34557958.39036312,29405603.766180683,39904231.09900199
SERCO,Open spaces management - region 2,3677,2025-12-01,36843347.28365961,31538557.76697611,42409015.99153171
SERCO,Open spaces management - region 2,3677,2026-01-01,29546413.244446028,24171818.63776881,34962557.83142842
SERCO,Open spaces management - region 2,3677,2026-02-01,32011333.493705094,26849845.58033447,37579352.49742513
SERCO,Open spaces management - region 2,3677,2026-03-01,35639064.170512274,30147222.64374334,41056032.59727246
SERCO,Open spaces management - region 2,3677,2026-04-01,31481722.66221646,26051253.690487765,36548137.77896378
SERCO,Open spaces management - region 2,3677,2026-05-01,33937157.00178033,28463654.07096418,39127719.56341426
SERCO,Open spaces management - region 2,3677,2026-06-01,38433599.059887685,33271059.10657016,43566923.8792686
SERCO,Open spaces management - region 2,3677,2026-07-01,37229915.58530106,31730044.943769887,42558806.72771647
SERCO,Open spaces management - region 2,3677,2026-08-01,34866548.54182823,29228883.5903402,40366399.83938635
SERCO,Open spaces management - region 2,3677,2026-09-01,32705276.46233209,27660295.818172183,38316903.27199411
SERCO,Open spaces management - region 2,3677,2026-10-01,34545798.182936095,28894007.204068832,40177844.00831699
SERCO,Open spaces management - region 2,3677,2026-11-01,34007650.67750579,28894102.316257507,39610022.06351688
SERCO,Open spaces management - region 2,3677,2026-12-01,35494048.64352853,29670799.00810013,40929421.88530433
SERCO,Open spaces management - region 2,3677,2027-01-01,29279935.967862826,23937969.695585314,34474909.3057232
SERCO,Open spaces management - region 2,3677,2027-02-01,32449099.90346737,27357187.97945784,37867732.05017131
SERCO,Open spaces management - region 2,3677,2027-03-01,34628605.2976479,29570716.39940125,40479093.92418824
SERCO,Open spaces management - region 2,3677,2027-04-01,28577371.60375716,23239180.007030778,33760649.09537931
SERCO,Open spaces management - region 2,3677,2027-05-01,32965970.018391564,27602445.3691187,38396598.54734187
SERCO,Open spaces management - region 2,3677,2027-06-01,39232202.719856784,33608550.76795606,44543729.10305178
SERCO,Open spaces management - region 2,3677,2027-07-01,37102229.19862624,31949041.207041416,42721908.55686837
SERCO,Open spaces management - region 2,3677,2027-08-01,34657793.37113249,29276335.671040904,39775105.9077726
SERCO,Open spaces management - region 2,3677,2027-09-01,29590309.51973535,24553712.343483143,35138096.73550945
SERCO,Open spaces management - region 2,3677,2027-10-01,34408811.56665475,28852606.234821007,40320455.29587349
SERCO,Open spaces management - region 2,3677,2027-11-01,33456492.137786098,27892222.301758856,38964713.53934002
SERCO,Open spaces management - region 2,3677,2027-12-01,34155016.39655776,28404535.70158418,39491468.4365544
SERCO,Open spaces management - region 2,3677,2028-01-01,29037229.11361505,23605674.76980103,34437908.81762673
SERCO,Open spaces management - region 2,3677,2028-02-01,32874082.761782806,27614474.199832827,38205366.82615165
SERCO,Open spaces management - region 2,3677,2028-03-01,34393894.9704001,28984722.025149822,39709779.860622585
SERCO,Open spaces management - region 2,3677,2028-04-01,34170261.88076874,28817334.3769951,39509572.12079514
SERCO,Open spaces management - region 2,3677,2028-05-01,32930256.34695907,28032444.847657207,38507894.77094809
SERCO,Open spaces management - region 2,3677,2028-06-01,33787093.03666862,28350047.849075247,39020893.03239432
SERCO,Open spaces management - region 2,3677,2028-07-01,34294786.27490968,28735795.195650637,39423198.417730406
SERCO,Open spaces management - region 2,3677,2028-08-01,32012723.934368897,26965010.259584323,37342204.76555539
SERCO,Open spaces management - region 2,3677,2028-09-01,35785200.271685705,29864502.048235625,40922729.15566581
SERCO,Open spaces management - region 2,3677,2028-10-01,31787674.317297705,26583886.892881326,37069162.373908594
SERCO,Open spaces management - region 2,3677,2028-11-01,31984069.316186693,26329202.12316865,36989685.599002026
SERCO,Open spaces management - region 2,3677,2028-12-01,35078953.00584034,29258344.527660903,39665092.85635165
SERCO,Open spaces management - region 2,3677,2029-01-01,26713951.915258687,21605521.3151428,31962240.646778405
SERCO,Open spaces management - region 2,3677,2029-02-01,28438919.7107584,23382712.78161037,33893212.57194515
SERCO,Open spaces management - region 2,3677,2029-03-01,33478247.250979003,28466167.169011746,39056291.31832916
SERCO,Open spaces management - region 2,3677,2029-04-01,31264082.80958975,26133541.16865083,36790377.112290815
SERCO,Open spaces management - region 2,3677,2029-05-01,31842502.043327782,26636694.45235679,36974501.79704256
SERCO,Open spaces management - region 2,3677,2029-06-01,34534984.18598116,29185586.458844267,40100726.42933065
SERCO,Open spaces management - region 2,3677,2029-07-01,34210685.51640454,28718664.206811104,39357552.12883204
SERCO,Open spaces management - region 2,3677,2029-08-01,31901776.98621434,26671417.49369364,37248923.108362496
SERCO,Open spaces management - region 2,3677,2029-09-01,32688036.70674809,27672183.16640961,37657591.95102715
SERCO,Open spaces management - region 2,3677,2029-10-01,31588984.152671825,25955107.14683702,36949749.62951475
SERCO,Open spaces management - region 2,3677,2029-11-01,31433643.023613237,26328902.198883116,36752356.591677934
SERCO,Open spaces management - region 2,3677,2029-12-01,33718979.088308126,28627722.1730046,39516933.2855677
SERCO,Open spaces management - region 2,3677,2030-01-01,26421990.45969606,20594009.517116528,31767548.39067526
SERCO,Open spaces management - region 2,3677,2030-02-01,28886856.119581133,23428975.67046833,34754934.20780709
SERCO,Open spaces management - region 2,3677,2030-03-01,32514537.489824723,27451943.73068446,37406643.99872202
SERCO,Open spaces management - region 2,3677,2030-04-01,28357141.392153148,23373637.757942367,33375688.4060566
SERCO,Open spaces management - region 2,3677,2030-05-01,30812522.903562028,25466019.81963561,35533575.85201594
SERCO,Open spaces management - region 2,3677,2030-06-01,35308910.37255426,29777423.779758416,40955485.59316439
SERCO,Open spaces management - region 2,3677,2030-07-01,34105174.0696712,28772124.06444589,39419585.91593716
SERCO,Open spaces management - region 2,3677,2030-08-01,31741752.436925787,26204687.8825762,37411879.24080231
SERCO,Open spaces management - region 2,3677,2030-09-01,29580425.76849199,23915048.057740677,34838729.7759928
SERCO,Open spaces management - region 2,3677,2030-10-01,31420894.66105789,25952271.5675436,37185250.57107138
SERCO,Open spaces management - region 2,3677,2030-11-01,30882692.5668256,25501892.8074016,36326527.40596855
SERCO,Open spaces management - region 2,3677,2030-12-01,32369037.70496856,27119583.62338839,37953997.82501347
SERCO,Open spaces management - region 2,3677,2031-01-01,26154870.44060261,20872881.858881988,31522994.15160514
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-01-01,29836850.20941081,24340236.70063181,35384985.250901304
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-02-01,31204691.735403437,25665079.29543536,36990750.45267885
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-03-01,35450742.36645237,29556936.61601013,41039631.85362626
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-04-01,33684821.38540803,27861638.492602505,39454664.35583435
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-05-01,34444441.39834844,29100480.951835047,40286020.46319141
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-06-01,33579897.68310905,28077179.356375694,39256560.40053573
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-07-01,37364110.67159166,31331358.565201,43246344.62770153
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-08-01,35653198.86231787,30150168.615668893,41046368.49863551
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-09-01,34539902.60957246,28939827.20835581,39968057.87566266
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-10-01,34965700.94767136,29368720.331577662,40956902.94092082
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-11-01,32898266.30377492,27124842.622850634,38558774.38356775
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2025-12-01,34775881.835398346,28984233.858236592,40378091.3981948
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-01-01,30114261.972071167,24550143.69008751,36117451.85837988
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-02-01,30842889.68358825,25164605.214551333,36511293.53071627
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-03-01,35477187.771074764,30078536.27234605,41455191.2645494
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-04-01,32365570.405614324,27132715.80124992,37924069.648570456
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-05-01,35048250.88586303,29501915.442976218,40865834.178200535
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-06-01,33841708.85289343,28307225.730292536,39680848.3983205
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-07-01,36325271.48940944,30282624.8291121,41929810.30350205
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-08-01,36588504.01725666,31004067.511948247,42455053.649397925
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-09-01,33190895.426022824,27267367.1794288,38839187.900728144
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-10-01,35113873.607978165,29191610.810168955,40426782.1485894
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-11-01,32813605.457750145,27290440.533925336,38472655.08659978
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2026-12-01,34406156.85968947,28995745.071385063,40488645.29779136
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-01-01,30392066.517894376,24545054.55145063,35774210.98235201
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-02-01,30475601.774510853,24299280.23391269,35892242.33274188
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-03-01,35491355.52915965,29832775.381778188,41647213.50321651
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-04-01,31056476.863794737,25135096.35149336,36766770.06803361
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-05-01,35669945.77325015,30187284.15227732,41496416.81929533
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-06-01,34089725.8409673,28267291.79710713,40197418.583031
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-07-01,35288313.52587536,29488908.92422361,40753494.41677127
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-08-01,37516560.1873208,32189897.41266117,43526133.24510743
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-09-01,31834096.25044705,25889881.725964755,37683382.63363065
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-10-01,35275372.024073325,29462554.98607081,40775203.10598443
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-11-01,32728753.95302222,26585991.341833223,38450624.60372119
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2027-12-01,34039751.93570644,28487405.175981656,39506963.6470151
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-01-01,30669794.599381696,25471115.698700845,36210100.10689936
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-02-01,30102796.73511627,24512447.02506222,35697585.226832874
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-03-01,34634112.53959738,29480604.63048099,40462566.50938314
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-04-01,34235348.8484268,28629138.81217764,39398516.26913278
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-05-01,33081489.005033944,27223723.826189894,38687950.54008979
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-06-01,32527062.888176896,27017486.434362914,37945619.72789675
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-07-01,37626484.246939786,32270396.721167084,43187293.38906369
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-08-01,33933572.58406709,28324292.721805274,39097222.44191699
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-09-01,35102313.32229098,29481226.155404657,40966440.00864027
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-10-01,34053165.11365323,28239824.90612168,39984259.636453845
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-11-01,32205084.88783112,26421169.94088217,37949841.03065908
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2028-12-01,34371081.97914187,28753209.283802334,39861914.59146565
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-01-01,29059027.510019645,23046267.770432416,35090485.27715755
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-02-01,30426867.5747147,24936641.17228814,36358792.22851433
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-03-01,34672916.88587912,29292500.726036645,40551134.73080789
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-04-01,32906994.44366732,27296492.26846169,38608292.94027869
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-05-01,33666613.04256401,28185146.42949393,39281470.0168691
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-06-01,32802067.86623376,27210361.005680893,38643253.18696392
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-07-01,36586279.44075704,30585547.23553121,42023772.77984588
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-08-01,34875366.17046102,29066270.976075742,40160835.76709031
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-09-01,33762068.45670752,28035948.04757033,39256442.63263335
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-10-01,34187865.38092605,28568837.903073333,39733571.9824934
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-11-01,32120429.27594642,26359137.056176785,37487566.29817621
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2029-12-01,33998043.39362337,28010975.82786182,39929512.957240365
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-01-01,29336422.0693267,23786623.54376933,34777124.970553614
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-02-01,30065048.31988297,24054496.776136253,35359674.225440174
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-03-01,34699345.08788148,28816124.966116752,40166125.06852211
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-04-01,31587726.26156115,25735897.607184373,37289655.165654525
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-05-01,34270405.32823203,28551030.14770168,39971803.61987801
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-06-01,33063861.834556542,27512593.00445948,38772160.96424916
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-07-01,35547423.05746078,29352656.461001337,41717905.61054298
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-08-01,35810654.12458646,30352698.40386945,41976657.08544229
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-09-01,32413044.07262646,26836088.623784862,38159558.464633286
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-10-01,34336020.84097225,28396840.996591188,39924769.67282617
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-11-01,32035751.23008089,26140819.525263537,37759745.25797823
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2030-12-01,33628301.21847682,28051965.886537936,39500528.14568813
Showtime Event Group Pty Ltd,Melbourne Town Hall venue management,3670,2031-01-01,29614209.416160777,24101542.663085323,35469227.297362745
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-01-01,31419547.43980536,25506387.596157324,37146376.03862185
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-02-01,31651435.861988995,25788693.775748946,36927563.65196308
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-03-01,37095163.84601326,31521218.02946004,42811602.23430601
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-04-01,34499100.91723167,28771382.555040702,40291320.18852412
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-05-01,35409347.04774849,29806390.03005024,41027514.3365809
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-06-01,34619436.86216553,28740656.14463156,40013662.20323607
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-07-01,34663240.24387238,28990725.76035963,40384662.9366041
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-08-01,36319772.84993601,30413560.769070297,41859238.80898709
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-09-01,33922638.462681204,28283742.021544933,39998019.053046666
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-10-01,35993658.49018137,30544025.871674143,41485322.652515054
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-11-01,36519093.45481131,30967466.214081146,42284316.06870037
Spotless Facility Services Pty Ltd,Street cleaning,3669,2025-12-01,35703836.264444016,29680229.161634427,41146323.35455488
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-01-01,31537281.56607859,26158198.693127792,36936813.29940438
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-02-01,32329873.010685787,26734709.17648216,37922027.19419281
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-03-01,35450870.85329452,29421128.67590599,41138007.35250557
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-04-01,32592198.004089497,27001073.339394897,38224774.91718621
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-05-01,35619127.72255297,30237628.2814725,41017171.16970169
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-06-01,34195893.66904431,28317804.66218401,39604158.05566451
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-07-01,34357443.12086809,28693967.926041894,40085541.73411357
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-08-01,34670963.7296392,29371691.984854277,40335317.49139868
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-09-01,33727231.49586509,28240316.35667315,38957416.70537559
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-10-01,35959510.96601839,30393359.911764275,41922783.39336468
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-11-01,34940434.47607574,28925301.033016663,40357574.8864616
Spotless Facility Services Pty Ltd,Street cleaning,3669,2026-12-01,34276293.95410085,28861963.531064235,40109366.64094559
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-01-01,31685976.90390004,26127264.230947345,37687739.26059425
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-02-01,32990236.816254668,27576172.51656659,38685359.42705322
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-03-01,33775221.70190568,27698416.023198728,39014221.84522599
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-04-01,30706845.11111165,24870906.477494683,36497058.44758472
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-05-01,35852159.804117315,30254490.929005846,41394281.15991968
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-06-01,33769541.955656014,27836473.95689597,39586776.07435298
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-07-01,34035117.12889191,28494082.186443225,39977751.03320828
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-08-01,33022538.07239376,27215313.30787665,38981097.75703814
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-09-01,33547440.869749703,27691586.93016316,39246530.05409256
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-10-01,35905630.3626158,30423550.17093168,41609771.524283394
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-11-01,33345883.474421818,27814546.45527896,39172563.40954872
Spotless Facility Services Pty Ltd,Street cleaning,3669,2027-12-01,32876602.589860074,26936243.101935077,38667347.62629629
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-01-01,31864510.74929653,26093669.761674263,37580297.098325774
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-02-01,33630822.34978916,28047272.90088391,39392662.22210322
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-03-01,36001217.05339229,30264276.959100846,41564612.52384573
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-04-01,33720387.023380965,27929295.50760903,39702133.25478241
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-05-01,32517967.78089717,26631870.17756177,37865985.88702297
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-06-01,32335165.770917226,26750145.41892862,37862441.60782633
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-07-01,32247145.911642622,26678929.169728115,38076697.53177813
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-08-01,35262452.60938465,29719268.561174914,40999772.53608376
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-09-01,31428460.68977886,26171006.55634976,37573339.55479217
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-10-01,33302978.957129065,27655999.82447377,38896097.40502575
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-11-01,35375074.63900972,29584969.03325495,41086827.61207246
Spotless Facility Services Pty Ltd,Street cleaning,3669,2028-12-01,34452666.71393394,29169589.909107976,40051716.72452351
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-01-01,28713847.246802647,22995343.05491264,34677921.104228884
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-02-01,28945726.34385681,23396530.914998103,34739474.30186348
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-03-01,34389445.905189715,28581183.025686376,39754555.76767851
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-04-01,31793373.65153164,26258744.641489763,37078002.99909388
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-05-01,32703610.7579743,27027328.37196689,38196239.0047068
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-06-01,31913691.24706983,25925928.25147464,37352234.336810805
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-07-01,31957485.604274478,26419420.48574354,37498646.86225569
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-08-01,33614008.88491885,27943898.403872587,39388821.331592366
Spotless Facility Services Pty Ltd,Street cleaning,3669,2029-09-01,31216865.172231674,25313832.733566143,36964182.4768442
